Rank,Wallet Address,City Rank Points,Prime Roll Points,Met Deposit Points,Fuel Tank Points,Hood Boost Points,Total Points
916,0x140558dd7c4b58b7fa9978cf268ad2f02484d8ec,12,0,0,0,1000,1012
917,0xf1d5221c31bfe10baeeeae021e2bff3d14a7a966,12,0,0,0,1000,1012
918,0x2e279050df301fe4f3a557f027cdd85ca34b99db,11,0,0,0,1000,1011
919,0xbbc1a739e946afb7bcf24a95a3656948e615fb05,11,0,0,0,1000,1011
920,0x7792546a9030756a858bf16c29f8e62abe9d37d4,8,0,0,0,1000,1008
921,0x1698b923e300842536ea0bfcc6df593b354fad54,7,0,0,0,1000,1007
922,0x1c5b8f3389b796c5aa711e9b14ed2c6b94c6530a,6,0,0,0,1000,1006
923,0x5935d00f683b420a5cf00890a64c658f06204bc4,5,0,0,0,1000,1005
924,0x4c0aca1031913e3c0ca7a1147f39a8588e04c55d,4,0,0,0,1000,1004
925,0xab0a7096c9a0a2dd29b1b460a21f6437a73f0de9,0,1000,0,0,0,1000
926,0x379b6057408798e33600545fedc6dcc654d9d608,997,0,0,0,0,997
927,0x6e2c8cdf5358ae773255ae279208f9612cb810c3,830,0,0,135,0,965
928,0xadd09393e55a941355981b3934b82daeb5256de0,412,550,0,0,0,962
929,0xf85a26cce4aa90ab2338079de5342fb8f3bc2e80,500,150,0,300,0,950
930,0x5680846aa7d3175341698dce493d71add55969a5,946,0,0,0,0,946
931,0x852e8017522b4099aad8f067328301a40298be8b,923,0,0,0,0,923
932,0x7a6538b45842807650c9bcbe67aed560ba89f0d2,852,0,0,0,0,852
933,0x3cf58b8c135f5457b0541637356fa183b5a4aa98,836,0,0,0,0,836
934,0x9538fd48f3c658cbd625c6fcb462926ced08e7a5,824,0,0,0,0,824
935,0x68e254134e37df7b2f078994cfccb305996c8bd1,810,0,0,0,0,810
936,0x55b122434cd5a05add75542ef3103299699280d0,0,800,0,0,0,800
937,0x792a317b2d3399a3b93c628a4d031f34df5e64e3,793,0,0,0,0,793
938,0x76b9c0c305d9b878d1b18099a9506b83aa3dcf73,590,0,0,200,0,790
939,0xc2521db7fc8160ad24eeb34b2468ae86b318e9e1,289,0,0,494,0,783
940,0x08a6d384f31f0da6ddd6e803278a278751ca3033,148,350,0,271,0,769
941,0xcf750321f84b967c71d4a428029bd05c6a281e79,622,0,0,140,0,762
942,0xf7b133a8c1bb9ce05c64d27eea4fb1fae4189ebb,757,0,0,0,0,757
943,0x93c075fa791f7eb593c2c005b63a79167f2f73e3,0,750,0,0,0,750
944,0x5f63007380c824452becd699ca25ff2dfde9e46d,743,0,0,0,0,743
945,0x980072215e8c0ee6871c352a20056467f295306d,183,550,0,0,0,733
946,0x8883fab434323caa54307ad69d66966d56d4fd7b,74,0,0,640,0,714
947,0x4eff5437fadc252cbeb982be65a97423a80b93d1,712,0,0,0,0,712
948,0x446278f03e7a640ecd13dd7ce05cfc9a3c31bf5c,605,100,0,0,0,705
949,0x46ca28bd0d01573ca98888ecd3ce78b8a4524d1e,204,500,0,0,0,704
950,0x2c667611c16570e73699500acfbd9e747687880d,334,250,0,120,0,704
951,0x64977f3597af83942b58d0bf997602fddaf8a969,699,0,0,0,0,699
952,0xeabc1a03686d37329e2773e04fd8901b860b9f41,698,0,0,0,0,698
953,0x0a6fb55d357e60b1c97c6385f926a469e62f16ac,685,0,0,0,0,685
954,0x5da361cc7dc43a4b96cd79a89cfb41d762badefa,0,250,0,434,0,684
955,0x7ca27459dae5944deade4aadbcb926f23818d0b0,682,0,0,0,0,682
956,0xac5e99b194689f6f4739986a345186484f81349e,269,0,0,413,0,682
957,0x225cbec3f58e6fb6eb09d9c4ec20f41cd75342e6,50,300,0,332,0,682
958,0xe0b9642e4941019827d3a117e17c1682133fadba,679,0,0,0,0,679
959,0x9cdd2eeab50d5c723ec76df6e8745a67f9fe08f2,311,0,0,367,0,678
960,0xe3cf905acec8bd71dbbc35b20e48e3fb55b0b97e,23,0,654,0,0,677
961,0xc4a849f36ebfa60fe177b251a0ea6a491493dd8a,178,0,0,491,0,669
962,0x39d57dc252da28a3f8ae94524e34ba1bfaaafc11,664,0,0,0,0,664
963,0xdabf8271fd74b1690f61685ede180ef7a4d6a746,412,250,0,0,0,662
964,0x0db745c3a9eba93ada5d223ac137d37f8a11413f,5,0,656,0,0,661
965,0x8ed0dba9bd9a45f026451dd44ccdf13daaa86de1,654,0,0,0,0,654
966,0xcb57a32a7febb93d982ffb32415e41fc42901031,0,650,0,0,0,650
967,0xa09b89d1eafc9e49d6100c4a6d3e957ed2a881d3,448,200,0,0,0,648
968,0xf51f4cc009f1cc08bf9e1e381a10c1869edbbf94,507,0,0,137,0,644
969,0xe6fc39b950a148d651172c9fe855e91af1aba021,337,200,0,106,0,643
970,0x0da5bb8c563ceb988cfe6f3b8281fab533df510c,642,0,0,0,0,642
971,0xd0989a367a1e9cf1549c870cb245e86acdc81ad9,641,0,0,0,0,641
972,0xa689450eb2eca0b870b984ba34806d977420c8b7,527,0,0,108,0,635
973,0x87034c3e49a8b797423c9d21be4051889cc59b0d,432,0,0,200,0,632
974,0xdaa98a08ee8f997ad1ea0daa093198a25cea90cb,276,350,0,0,0,626
975,0xa802632240b0aec7d413c0b94f93932ae099e638,622,0,0,0,0,622
976,0x3b2b39dd790765f2468a05152d4ca4582776c8d3,559,50,0,0,0,609
977,0x77b14f509c1de672aa6d3260c9f6244e7252f332,0,600,0,0,0,600
978,0x8655fa254cb9f79a16f6067b664adc5ff3c49728,595,0,0,0,0,595
979,0x5c3ee48b824299099f00fa346976616d1cbe8079,493,0,0,101,0,594
980,0xd5c544e7fd5e2b6b87feb962cc1e61a6f85db070,587,0,0,0,0,587
981,0x72565a43c1c9f8b070ab3d091ff33627e3000ff8,249,150,0,186,0,585
982,0xc3375e04e6904611e4fc8ae91aa2b8d35b1629a6,534,50,0,0,0,584
983,0xa0d751cae2ba4d1c5f2566767fd70e6130729667,433,150,0,0,0,583
984,0x5564fa1d6f81af96211c363cef314a33463c921f,281,300,0,0,0,581
985,0x84e799bc5e470e97f04dd3873c0089b826b2d1d0,578,0,0,0,0,578
986,0xfa099f4bb7de013c99f4ccac78a797069159cc20,320,250,0,0,0,570
987,0xc49a8174ad53b9631b7d9e18ccf31168615245bc,267,0,0,300,0,567
988,0x56b1c3aceb40cdbb9c969bd8290b21c7dab81332,359,0,0,200,0,559
989,0xf4e8497a821f73c3b2a3720bf54c8c34fa938de5,0,550,0,0,0,550
990,0x56109ba6f73e16032abdae012cf31f4d87067057,0,550,0,0,0,550
991,0xd68032e9c0d6e3e8d6138b228202fdfa1cc44bb0,549,0,0,0,0,549
992,0x8e0962872555147d88ee733bdb1bccf522f6dd3d,95,450,0,0,0,545
993,0xb6164af04291d3aa4051ee78943618318e3f5cef,542,0,0,0,0,542
994,0xe2efef4c6ef4d94b462c75a203af8570f7e1e518,537,0,0,0,0,537
995,0x53f39db15a6ac87c44fd77835760b59a746627d7,529,0,0,0,0,529
996,0xcdec3c9f96917c6782362018a46841d35559d09c,328,200,0,0,0,528
997,0x41029f49b6fe8338695351a0fdf687f896700b0b,125,400,0,0,0,525
998,0xbced0a284972554c3bdd30e6597cc9c47af2cbb3,157,0,0,367,0,524
999,0xe93a1d96db1ea72eab4a89896d42b98a15f3e31d,0,0,0,521,0,521
1000,0xa1048201bef254132b4aa9484a7c30a5c1f69843,519,0,0,0,0,519
1001,0x2d2aea873408bd23c800f7463d0899b55283af96,108,250,0,160,0,518
1002,0x891eb42893e2a261305f61e9a8bf3590b28c78d9,515,0,0,0,0,515
1003,0x9de7096f175dfa7d20f2feba1996a0e965f381e8,3,500,0,0,0,503
1004,0x240580dbd8c0769f03347505b366966fff2da6e4,252,250,0,0,0,502
1005,0xb746178346c860f806dca44b47110022683ac1bc,0,500,0,0,0,500
1006,0x570a5c3b880de0c14c755ac6c929fe98a170e908,499,0,0,0,0,499
1007,0x641e9415e7fdd55a020fe35b5fa3aaeb852dd8ef,199,0,0,300,0,499
1008,0x4300a9c7045ff514e54334614a0feb346905670e,497,0,0,0,0,497
1009,0x24d97b4a874de0be1f9020d58c4fd143b5cb47ec,496,0,0,0,0,496
1010,0xc1692cd69493436b01cddcbe5fedbc911746a7c1,45,450,0,0,0,495
1011,0xb490dde9273c5042b1c4e18aa1d551853b4862d0,190,300,0,0,0,490
1012,0x4d2cde8d65be8be6cb7eca5c07917f26957aaa8d,147,0,0,343,0,490
1013,0xc4c2985fb2b78893e32d2f2b170edccbbf3d46a9,488,0,0,0,0,488
1014,0x47484fb1c78497f8f60b43d68c0c8a88689cdef9,487,0,0,0,0,487
1015,0xc87d5e923deacd2b8a122050b60532a927c2c7cc,485,0,0,0,0,485
1016,0x6a060bd48ddad506c7fce62a99fd1e8054697344,481,0,0,0,0,481
1017,0x1af7f98074c49b6389fbede61568f7b92ad03368,480,0,0,0,0,480
1018,0x0e5c1895be0c07a1b08fb97b98fb7a44bfa4ade4,0,300,0,180,0,480
1019,0xb640936672d4477caf1d29b5af03698d04179c5c,276,200,0,0,0,476
1020,0xf6855cbbe6a2d3f924c62578e36599e36ea1af4d,474,0,0,0,0,474
1021,0xee35ecd92ecee35cfbe2b3b42bd5052279f7eeb9,298,0,0,165,0,463
1022,0x3c7d1286d61e3265c3fc114618a0d0edff30fb94,184,0,0,276,0,460
1023,0xb3537919f8b4bca79ac0e7df8b5f254f4f88bc37,270,0,0,187,0,457
1024,0x330a21a4f5f68f56afedc64edae40f04b139bb34,456,0,0,0,0,456
1025,0x53e1a22a0361497b796d52a8fdb2d66508deac5f,204,150,0,100,0,454
1026,0xe26ac5e6657da43a049335174043d3576bf5db88,0,450,0,0,0,450
1027,0x35b656b5ec5c9026dffe3c4c60ff25944f09e732,0,450,0,0,0,450
1028,0x277f5499b1db94e215f24db590334cd488df7d44,450,0,0,0,0,450
1029,0xce233e6982e622cd76160634dfde036a33e5df3b,0,450,0,0,0,450
1030,0x44a3a18df15ae79bbc6c660db59428fe9a181864,0,450,0,0,0,450
1031,0xd2127a26a6c53d523a28a61c081e9298087f517d,285,0,0,164,0,449
1032,0xabcb8a6453632b099a8273d12debbae27608b972,449,0,0,0,0,449
1033,0xc613f927d0ef928411a3ed053f7a66746dcd56eb,449,0,0,0,0,449
1034,0xcd2c3e0d5d92e63b605bf757397f9bc21736ae9f,338,0,0,111,0,449
1035,0x7fa41cac061f3545a1b355539ccb810ffe67e765,443,0,0,0,0,443
1036,0x47410481b5196fed97b27155dbace4a83129eeb7,440,0,0,0,0,440
1037,0x4d0cacd39d92f7e50a75e68db253b4247739df46,34,400,0,0,0,434
1038,0x95d6af5c05a0fe59e2dd69ea83d63224c37d01ad,433,0,0,0,0,433
1039,0x245119a0e70c003da9060327ff203fc96b98fea9,430,0,0,0,0,430
1040,0x4390b9fdb1099805e36f9d1a6b33b290719cd0c0,79,200,0,150,0,429
1041,0x91d7b8c6296b57964a6fa18fd1eae4e75a4504b6,428,0,0,0,0,428
1042,0xcdf69387fdac0e97fad54e96b4278a5d8ffac9d8,428,0,0,0,0,428
1043,0xa4adc8abe09cf3c06f353576c2e9886eef815ebe,424,0,0,0,0,424
1044,0xb43d4ba97a3afd470b16203f81a1cd05964032e1,173,100,0,150,0,423
1045,0x0a70c5f67d5102b5211d30179c2436dde200c073,423,0,0,0,0,423
1046,0x34a67360a4c6a691a36a9f2ae6444d8baac967ca,22,0,400,0,0,422
1047,0xb75f746f4d626b50228f445f94d18f7988eae4de,413,0,0,0,0,413
1048,0x7c947f44a59338539f3a118acd45d43c736afb42,15,0,0,397,0,412
1049,0x37e0813fc060c32d03911080055f4560eeda7570,226,0,0,185,0,411
1050,0xadeb918f37efd8e19926ec8e78b4a91df6b93fb9,411,0,0,0,0,411
1051,0x4dc0e2040bca9faccf5333e2cc765301f11f2a7b,410,0,0,0,0,410
1052,0x08b5bfeb412443cfc54e38656ae88f6bdde4920f,255,150,0,0,0,405
1053,0xd89f4745758e6ba09e9fdbf58d4f9824ad1ca097,403,0,0,0,0,403
1054,0x3cef49954ba6cc3b9e400f0916f83ea29ac10483,403,0,0,0,0,403
1055,0x2b821c78bbde12e2bd46433b4974b26dfbe8727a,0,400,0,0,0,400
1056,0x515d1a7b1982826d53194e03fbbacdf392034b83,0,400,0,0,0,400
1057,0x2f6c47459a02cde6c331505db2194db6af68c332,0,400,0,0,0,400
1058,0x1017705a2eb058d40a70c5618714eb07574a0b3b,0,400,0,0,0,400
1059,0xaf85cf62ea52e5875229f571b148a9041355aff6,0,400,0,0,0,400
1060,0x9672cff9f81a9e4953ae5ba9792e309fd8858634,398,0,0,0,0,398
1061,0x976a8e1b668960f95b863871f40f7f9cfbbc109a,396,0,0,0,0,396
1062,0x447ba3dc3a8fb4b810d81c640337d715e06a9dd9,194,0,0,200,0,394
1063,0xf72aed41b23372fdd81c1977b2ace051ab5a861b,393,0,0,0,0,393
1064,0x8ba45ad7f325c8db0a33b9490b97bf2583cc61f7,392,0,0,0,0,392
1065,0x42c02dca2318a495fcf992c70549a4dbf1f9f36d,391,0,0,0,0,391
1066,0x1a40da0461aa7c297abdc198e4a41bde9feb0b95,91,300,0,0,0,391
1067,0x7d042740597c3587d1fd2dd1228fb747760085bb,391,0,0,0,0,391
1068,0x807878c3c92cdfdda6638227f55566ed9b80c40d,390,0,0,0,0,390
1069,0xbacc0593392a08f4293d7c61f5402a5bae8b7ab9,387,0,0,0,0,387
1070,0xf65c0fe7c41cc0156ea7c3aee78017f7e4e9eda8,384,0,0,0,0,384
1071,0xe8432aa8c31ba02b14c4ba50d57a0410bab480c4,133,150,0,100,0,383
1072,0x831b6c6bde238e79432770b24ccc81a666aac00f,96,0,0,285,0,381
1073,0x2c401daba885efbf35e1a7202cff2320cd8d7e81,377,0,0,0,0,377
1074,0x7265b0ce7a802957818e85f5d6f6d5be118256d9,26,0,350,0,0,376
1075,0x32ed43351b53443cf4dc56882e181e70f6b2b3e9,76,0,0,300,0,376
1076,0xd73f2e1aafd4e8dde032b55fb55aa72746a8c453,76,300,0,0,0,376
1077,0x2d73acfd54ce9ba86880309c56709c5ff0d455dd,158,0,0,216,0,374
1078,0xa8213ce9609df068e1e3b764c6d0d0be4fca5af0,374,0,0,0,0,374
1079,0xe6b7081442a844a931be07f5eeb982422c463dbc,372,0,0,0,0,372
1080,0x2dec9d45fee0ae0e7ea94f4a2046eb2c83d1003e,184,0,0,188,0,372
1081,0x44ed19269d4f87a2965234254a30b660a5f743f4,370,0,0,0,0,370
1082,0xbc49d1d841e9b076cc5b32ca74308e3e8fdd88b8,368,0,0,0,0,368
1083,0x79a2e9c8eceeb6abed99426793f829c16289d310,367,0,0,0,0,367
1084,0x481107e637a8ed3c8b3037583623e9ce3b44fd60,365,0,0,0,0,365
1085,0xed0656bbb366c28ea1ad274b931278df34bd1865,363,0,0,0,0,363
1086,0x6ac0b175b161e9446bf49577a19988846634ba3e,359,0,0,0,0,359
1087,0x91129dd65ee823fe09bccf178128cb80275eb95e,208,150,0,0,0,358
1088,0x9043110c91830bf1bf2348b3f41361ba3c2d257c,358,0,0,0,0,358
1089,0xbeaa78e5d0b8b828d6fb5881d7676da8afe70785,208,150,0,0,0,358
1090,0xeca952bf7d4eaaeea84265dc620a10df4500352b,357,0,0,0,0,357
1091,0x59cf02879e5a44cbc636aa355b796eff91627441,57,300,0,0,0,357
1092,0x243946adf1be7c01e4803ab4000b298401d1c786,356,0,0,0,0,356
1093,0xe4433eb39c8a76c44d7551f3ac83b282292a5d9b,356,0,0,0,0,356
1094,0x43334b02903f3786cefb00b03958890066f56ea2,351,0,0,0,0,351
1095,0xd19b5ea473333582df7104af19ca621fadebf6ea,350,0,0,0,0,350
1096,0xf653cfa85eacd26ad8b9ecabbfadee52e8d9fa72,0,350,0,0,0,350
1097,0x7e5161ebbb67e6d47d23f0c88bc2552d1f76b478,0,350,0,0,0,350
1098,0xd4254433f6e1384da6a570c076904b4ddc96107e,0,200,0,150,0,350
1099,0x9a5de406267fd5d7bee4d52283cf1429e2c1fbe9,350,0,0,0,0,350
1100,0x6a952452c6b71d60fa47cb8e5adeffa204473df7,349,0,0,0,0,349
1101,0xccf156eea8c32939e313c3fb40d349c86e1b0331,345,0,0,0,0,345
1102,0x8b1dd48344de9922ac1f24b7563fc07ebaa00b20,342,0,0,0,0,342
1103,0x3b940c6fb7aaa4c1bd34c63e0e4a6ae418e8f38e,342,0,0,0,0,342
1104,0xc379e5ed094040015781c5bc2e182211549d8087,99,0,0,242,0,341
1105,0x7bc5ef7c8118b5722b2024fe724d0d035f73f7b9,340,0,0,0,0,340
1106,0xebbef5e1d4c7a13a70567830731bf2f44576c785,339,0,0,0,0,339
1107,0xa9ce55c042b3ba7a515ad1cd71078e09eba82296,339,0,0,0,0,339
1108,0xedfef05fe9377e6ea872ca77ea8ea3a954a54e07,338,0,0,0,0,338
1109,0x34204ce7135cb424f7dbd3f96ef7fc14df29b503,338,0,0,0,0,338
1110,0x1e1e7971e6a6a766628c3be3d255512d84b25961,333,0,0,0,0,333
1111,0xf21d6d86dc7468cabcbaba38d37a1a9bb9387913,21,0,310,0,0,331
1112,0x75037b9da3e6be046e78eff423f03ea7c58d1973,330,0,0,0,0,330
1113,0x250d6d3cf402863ecbdaed01eeb3e5b75a1a9f88,80,250,0,0,0,330
1114,0x8b97816190919c94d88ae3344e96fbed12c7aa8a,329,0,0,0,0,329
1115,0xc2151b3ce196c41a3d204ad87523d9391e3a0f13,278,50,0,0,0,328
1116,0xdd61ba077e256681a64e8e67101848599694346a,328,0,0,0,0,328
1117,0x992080106883cab3b9b15081c24ca7174c50aa06,75,0,0,250,0,325
1118,0x6f95b2e20ca71093650eb4ef00d22fc2816b93de,324,0,0,0,0,324
1119,0xba73bcd00c5f1a8c48b2a415399e7373d191c506,221,0,0,103,0,324
1120,0xa31b837bb778cc7211bb0424a6e7a02f3b86d994,324,0,0,0,0,324
1121,0x880a6505c907ce1a4d3df5cb32a90903337ed3d6,324,0,0,0,0,324
1122,0x1d08a3d8f78fcc77bc1c428d4779c3e14abaab3b,122,0,0,200,0,322
1123,0x1b0b8b70657e41bd136e1ef5ed61a25c5abb5316,321,0,0,0,0,321
1124,0xeb23ae106a0a81d5f6be456c4cf7a0d460d29be7,320,0,0,0,0,320
1125,0x3591e4e93b14ed8185bdfc83f63d67038d75e4e0,267,50,0,0,0,317
1126,0x786b9dc8e864f275a983e6dfb6ee85094df794d4,316,0,0,0,0,316
1127,0x33c69a474b2b5ecfe61b53d7daf3d98eab075987,180,0,0,136,0,316
1128,0xe37edcd3726b205d176edf03f65ef9ca62121c7b,71,50,0,195,0,316
1129,0x31ec607e3c62547910c77bb45a7d655a84f859ff,165,150,0,0,0,315
1130,0xb8d2f0e09b1d37b6ab1eef1ac25d05dfbff4fd6b,188,0,0,127,0,315
1131,0x274511c27f659187d5c01cae69af0361e9f388c3,214,0,0,100,0,314
1132,0x473eab8d834c4fa9d5fc5a55560cdb1289cfe923,114,200,0,0,0,314
1133,0x67c4e74eaa79b6f7114b56d17b5bed2f60c69fb5,162,150,0,0,0,312
1134,0xdb1f6231351f2d25dd41637fbc8d7a1da1601a0b,11,300,0,0,0,311
1135,0xb3684400b5a8e5c96db1925e849a923640b9f8a5,11,0,300,0,0,311
1136,0xe9ea7853066926294470677a35c8d068df621f6d,160,0,0,150,0,310
1137,0xdc1a1092e1e082ad35946da06d30345d4835f902,257,50,0,0,0,307
1138,0x0fdf474dcd6cc04702b35d48fc459b61973c9421,157,150,0,0,0,307
1139,0xdfd804f4fa2e5452cdd3e1f4a9fd84aa731fa7b3,306,0,0,0,0,306
1140,0xd1641fc6c87dc220234996723e8e566b037b8fb1,36,0,0,270,0,306
1141,0xf928edae51f0110c390346f1c50c5586bfe24746,3,50,0,250,0,303
1142,0xeac1ae4cc1f2f56167584a5351c766e656043243,0,300,0,0,0,300
1143,0xc93bffbfb002929595de620cdbe4328c8e4c56d5,0,300,0,0,0,300
1144,0x25ce7e3835c63360a573bdc088c91e28dfbdb32c,0,300,0,0,0,300
1145,0xbe5ed0c6bdf805ca57adb8a81a4c8fc5e5d297cc,0,300,0,0,0,300
1146,0x142a959b999d6227581ede114a0a6aff608f4ec2,0,300,0,0,0,300
1147,0xa953eedfe93b1a0120ac65523a1ee783c7f9b75b,0,300,0,0,0,300
1148,0x7ab96ab53b725e670ee061bea6507d49399a9766,0,300,0,0,0,300
1149,0xe039f80a6aa42f256016d64e3cbf07a4b6e9d5dd,298,0,0,0,0,298
1150,0xbcf59dc3140ff2b2737f0c441cc8da865b2623af,98,0,0,200,0,298
1151,0xeab7715b8f5c84297d882c3d56199b45e0781630,298,0,0,0,0,298
1152,0xc6214a018379f699aa206c94d42d7dfd161fc537,298,0,0,0,0,298
1153,0x6d841518714e9f0fd60dde9fa3169fd7711b2122,47,250,0,0,0,297
1154,0x62ceeb44d403358cf1916a1a980fe898a281e464,297,0,0,0,0,297
1155,0x8a1cd21203bb4c953ab52076f71f4f9a1bad771e,295,0,0,0,0,295
1156,0x76395c496555b344da8554ed99fa369741a85015,293,0,0,0,0,293
1157,0xf4770a3e263c9055d5a4bce14b54aed8e87e67ea,99,50,0,144,0,293
1158,0x3aea2c0b21437242d33c16683cd6b1cafa5360dd,97,0,0,193,0,290
1159,0x2d3e0354dac8741dbf2346fa76b557e5cd483ea9,289,0,0,0,0,289
1160,0x93da9372b4c2bc412ef3cf69e80f461ffa52d151,289,0,0,0,0,289
1161,0xe725637786dd65d0ba0a7f9e0ebc468bff71a957,288,0,0,0,0,288
1162,0x672b8cb451a0fb81f3e0d146bac2e2a5dff21039,128,0,0,160,0,288
1163,0x463b8483fb4471e0c67be9aa7085c13f470ba374,287,0,0,0,0,287
1164,0x1346c787ee8b9a25094194070d39ac7da2f3b25b,286,0,0,0,0,286
1165,0x457e57e36048f1189d1f83b6f94371cbc504a476,121,0,165,0,0,286
1166,0x4b935cea8b69733da353b92489bbdbad0d0a8620,286,0,0,0,0,286
1167,0xf6dab22d6fabc48998ee783c38afd1ac700fbefe,285,0,0,0,0,285
1168,0x1b56eb67f280add7cfe89727aca1134274443a39,284,0,0,0,0,284
1169,0x920be929adf29b9be8eff0fd2d6d2eba2dceac17,284,0,0,0,0,284
1170,0xb8ca94671bc81977afc8a850c4e753137f1d8e47,184,0,0,100,0,284
1171,0xc347d21724f94b634eee68994b9a3dce91c7a611,157,0,0,125,0,282
1172,0xa832bf5d6b53c24e4e2199f97f80e7875c55981d,29,0,250,0,0,279
1173,0x7948a392c7c96c419a3a4b950a0e757d59cddc00,114,0,0,165,0,279
1174,0x3efd9d04c4c86e9aa97672ec43e0b90fe2e9c5af,127,150,0,0,0,277
1175,0x74f074dae44c6beb3eae6cd4cce88fb09bf03559,225,50,0,0,0,275
1176,0x3f88cf4b6a2aad04514ee3b82f002d1ea71b4c5a,74,0,0,200,0,274
1177,0x8cc1440425a7e771162aebd8a88a585aba43bf25,73,0,0,200,0,273
1178,0x3b5e8c9a5ca07c943e9c7dc56ce003ebfda32af3,54,0,0,219,0,273
1179,0x52526a26f5c852e62c82876fe783ecb9b37d1a49,23,250,0,0,0,273
1180,0x52f9765636d7f0d8b10c4af0430ef4547b6bb609,271,0,0,0,0,271
1181,0x8467b1323b0a0af2495e69187abafcf0b628a8b1,270,0,0,0,0,270
1182,0x22fd24ba480333b13897b19f42b073166bda9933,269,0,0,0,0,269
1183,0x0c5cbc859435d0150e20964a1ab64903a3695c9c,18,0,0,250,0,268
1184,0xfb03105264d1d0fd6ed6aa85a668b7a7fdd941b5,267,0,0,0,0,267
1185,0x86fd0b493ba15de3ec3bcbf9bcf9322c84338ed0,267,0,0,0,0,267
1186,0x0f78f3014499d1541eaaadb82321709ec538d293,267,0,0,0,0,267
1187,0x6d15c238676bbbfd913822713d971cdfc170e2df,266,0,0,0,0,266
1188,0xda0592789a95f2d80c23756bc31551c7f0c1e6a2,23,0,0,242,0,265
1189,0x7b4130e1b552f6364d531f50e073535f47e93360,165,0,0,100,0,265
1190,0x1f49fb7f9565791aad182bd92ab402abec13d668,102,0,0,160,0,262
1191,0xbbdfa301038bc2f01ee63842e4872b3758b4c311,160,0,0,101,0,261
1192,0xe39048cd55c79b7276b66e0d407dea4f2b745af8,260,0,0,0,0,260
1193,0x10354bfd40d9a17800db496b70503b21f7d047d2,260,0,0,0,0,260
1194,0x7910453d06a303b76360a3a80ee914fcdf3c560d,258,0,0,0,0,258
1195,0x9d68e3379fe565aa858b67baefba0158622c9fb9,86,0,0,171,0,257
1196,0x46ea31cbf8536bf3658a4eb42315558b3f8f8ebc,96,0,0,160,0,256
1197,0x1c5f6ca2732ed0c9dbaec808ded3a34ffdc40ebb,256,0,0,0,0,256
1198,0x8fa42ff0b6a6b696c6f419ff827d07002d76b456,154,100,0,0,0,254
1199,0x4dfafd2d7bfcba6a9dd6e5c6adf44b87c053a485,138,0,0,116,0,254
1200,0xea44c07b51b8ec1b88fc9357b2b979a8fbe4435d,86,0,0,167,0,253
1201,0xc3452e4f0097e98cad7392db2cafd2f0de24b4e1,253,0,0,0,0,253
1202,0xfc638f22192f90cb236335b14f085d4a9191e55f,253,0,0,0,0,253
1203,0x2b40cdf716c8472bd9e3b10d73d8b4926c180fb7,252,0,0,0,0,252
1204,0xe45054686da706899dc5a5816cff12664b8a0703,101,150,0,0,0,251
1205,0x36862854accf124d08598b707e7008b54631a68a,0,250,0,0,0,250
1206,0x1df805e20038d0cc15a323206188fae70435a8b7,0,250,0,0,0,250
1207,0x4ab06e403ba9e1fa33fab92dbb5b7312e37e25cf,0,250,0,0,0,250
1208,0xba78cd28f7132958235d278ff3c5dc5e6d34cc15,0,250,0,0,0,250
1209,0x3d67157c8dd8d23b7d5bb57589660718db3fd8c9,0,250,0,0,0,250
1210,0x9399979f3802cd1249c562b8b52e41a801228388,250,0,0,0,0,250
1211,0xb6988cc40d43b4e8a90b8425d2de75b5ec100802,0,250,0,0,0,250
1212,0xd5366f70d7cddb57593c22993ec30fb130875473,249,0,0,0,0,249
1213,0xa595d9f72be04180738d1e5663bd727ee041b8f4,247,0,0,0,0,247
1214,0xf458b782ef1a18b9290e61465c9f099885fb849e,142,0,0,104,0,246
1215,0xe78b4eff96dd4ca9e49995335532410f69394cfb,245,0,0,0,0,245
1216,0x116a79b903acf55498b6c73be8a45d0ae7d1f42a,245,0,0,0,0,245
1217,0xcd02cff5ae858d0c79de4475458f5cb0ad01722f,69,0,0,175,0,244
1218,0x350ab5050c1aec58a6013a6ebc8b15a072dde121,39,0,0,204,0,243
1219,0x4f7e161ae2086f1bfc41099cb1ba252d8fc82650,42,200,0,0,0,242
1220,0xefd4aa8f954ebdea82b8757c029fc8475a45e9cd,242,0,0,0,0,242
1221,0x457a7e02e3f3621e003f9075feeade1be07412ce,239,0,0,0,0,239
1222,0xd5f2aeb6cf75f86f5c2bc5dcfc9e7673f67666fc,139,100,0,0,0,239
1223,0xa2681f6398f33cb7a9bd7a87c7df92f77c104fed,238,0,0,0,0,238
1224,0x8101c452ed4ae5c0af5385eb5dfca47ee0effd32,236,0,0,0,0,236
1225,0x26363c0f3ffc157a39bad6b18cdb0af97e1f287a,235,0,0,0,0,235
1226,0xfa34333cc64b7375c9df9577b715379b554f0c72,235,0,0,0,0,235
1227,0xbc70f694eac067bcf21fd792e1af3f50050309f4,234,0,0,0,0,234
1228,0x649df9d67d218adc25e5896d222d12d6d3b19827,234,0,0,0,0,234
1229,0x3d15f04d93d412f7ff55a667809d3219faf8374b,84,0,0,150,0,234
1230,0x518e09fb0204008d5b503d55e23855d3b2668779,234,0,0,0,0,234
1231,0x924b791f33822addf72ab8c1a5ea454d458fe8e8,233,0,0,0,0,233
1232,0x30e0272a0fbba9bee189622e1964c0dff73b5953,233,0,0,0,0,233
